State_And_County_FIPS_Code,CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Pert_Rpt,Pert_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Obesity,Smoker,Diabetes,Uninsured,HPSA_Ind
20-145,Kansas,Pawnee,6739,9,11.3,22.9,59.4,13.6,4.1,92.7,5.3,1.1,0.7,4.6,77.3,17.5,6.1,0.8,9.9,5.0,1.4,15.1,11.0,28.0,31.7,15.2,151.6,57.6,14.8,707,150,145,437,340,2,2,7,8,0,3,0,0,2,2,0,1,0,2,0,0,29.7,26.8,18.2,12.4,781,1
20-147,Kansas,Phillips,5504,6,10.7,22.8,55.0,18.2,4.0,98.5,0.3,0.3,0.5,0.7,78.4,15.8,4.8,1.2,12.0,3.2,0.9,8.8,7.0,17.7,-,24.1,162.9,44.3,-,613,116,75,356,253,0,2,5,7,0,2,1,0,2,2,0,1,0,1,0,0,24.4,-,19.4,7.8,728,1
20-149,Kansas,Pottawatomie,19129,23,9.1,27.5,59.5,10.9,2.1,97.0,0.8,0.6,0.5,2.6,77.8,11.0,5.7,1.3,9.5,2.3,4.1,12.8,7.0,15.7,28.1,23.7,162.8,48.5,13.7,1319,440,258,1164,964,4,9,28,23,2,7,0,0,1,4,2,0,2,4,0,0,22.9,19.5,19.3,5.0,1887,2
20-151,Kansas,Pratt,9496,13,10.5,23.6,58.3,14.5,3.7,97.4,1.2,0.3,0.5,4.6,78.2,15.5,6.9,1.3,9.9,3.0,1.5,17.6,10.0,22.1,38.0,15.6,140.6,48.0,20.0,861,195,129,609,499,2,3,23,11,3,4,0,0,18,3,1,1,0,3,0,0,26.0,22.5,23.1,11.1,1140,2
20-153,Kansas,Rawlins,2672,2,11.1,19.4,54.8,20.7,5.1,98.9,0.4,0.3,0.1,1.0,78.1,-,5.3,-,6.6,2.9,-,12.8,-,18.9,35.7,21.6,150.0,42.4,-,297,53,55,180,131,0,1,5,4,0,0,0,0,0,1,0,0,2,1,0,0,-,-,-,-,333,2
20-155,Kansas,Reno,63558,51,12.5,24.0,59.5,13.7,2.9,94.6,2.9,0.7,0.6,6.2,77.6,15.6,7.3,1.3,11.8,3.5,1.5,15.2,6.2,35.5,26.5,18.7,125.6,50.4,12.1,7456,1657,1043,4043,3133,3,6,41,42,7,10,0,3,81,6,11,6,3,10,0,3,25.0,25.2,22.7,6.4,7423,2
20-157,Kansas,Republic,5164,7,10.8,19.6,53.8,22.1,4.5,98.7,0.4,0.4,0.2,1.1,78.7,9.5,6.3,0.6,10.7,2.8,1.8,10.4,-,18.7,16.2,18.4,173.6,38.4,-,435,114,250,347,241,0,2,11,6,0,2,0,0,0,2,0,1,0,1,0,0,25.7,14.6,12.9,8.3,701,1
20-159,Kansas,Rice,10452,14,11.7,24.8,57.6,14.5,3.1,96.9,1.2,0.7,0.7,6.9,77.3,12.2,7.4,0.6,10.6,4.5,2.1,18.7,5.4,28.2,20.7,18.2,148.4,52.6,8.9,1092,252,151,661,590,1,2,4,12,0,3,0,0,2,4,1,1,1,3,0,0,27.3,24.2,16.5,5.2,1361,2
20-161,Kansas,Riley,62826,103,14.2,23.5,68.3,6.7,1.5,86.7,6.9,0.6,3.7,4.6,79.8,7.3,5.5,0.8,9.7,1.7,1.3,12.1,8.4,14.7,21.3,15.6,125.4,44.9,8.4,1878,1302,754,4060,5080,5,3,48,53,2,19,1,0,3,6,0,3,5,3,1,6,14.3,14.7,16.1,3.3,7472,2
20-163,Kansas,Rooks,5351,6,11.0,22.9,55.9,17.2,4.0,98.0,1.3,0.5,0.2,1.2,78.3,14.8,6.9,0.8,11.8,3.1,2.1,10.0,7.4,22.0,21.6,35.6,161.1,32.8,-,475,116,82,345,265,0,2,5,7,0,2,0,0,0,3,0,1,0,1,0,0,27.4,17.4,22.8,9.0,662,1
20-165,Kansas,Rush,3406,5,10.8,20.9,55.4,19.6,4.1,98.8,0.3,0.5,0.2,1.5,78.2,-,3.7,-,10.4,2.3,1.4,13.9,-,23.9,-,19.1,213.3,61.9,-,421,65,80,225,162,1,1,5,4,0,0,0,0,0,1,0,0,0,1,0,0,-,-,-,12.8,371,2
20-167,Kansas,Russell,6845,8,11.3,20.7,55.9,18.6,4.8,98.2,0.7,0.4,0.4,1.2,77.4,16.0,7.1,1.0,11.1,3.6,1.1,10.8,1.5,27.5,38.0,19.8,189.9,49.0,-,833,163,142,453,323,0,2,18,8,1,2,0,0,0,2,0,1,0,1,0,0,33.4,22.4,21.3,7.9,801,2
20-169,Kansas,Saline,53919,75,10.4,25.6,60.3,12.0,2.1,92.3,3.3,0.6,2.0,7.4,77.2,13.6,7.3,1.1,10.6,4.3,1.3,10.4,6.7,35.4,15.6,17.2,160.9,53.6,10.8,4622,1368,1013,3359,2674,0,5,40,40,0,11,1,3,1,5,3,5,0,11,0,0,23.0,21.7,23.9,4.9,6059,2
20-171,Kansas,Scott,4600,6,7.5,25.9,60.5,11.0,2.7,98.8,0.2,0.8,0.1,8.5,77.9,12.9,8.6,0.9,11.0,3.9,1.8,28.3,6.7,24.2,-,27.1,127.5,45.9,-,471,105,64,286,227,2,3,7,7,0,2,0,0,0,1,0,0,0,1,0,0,-,24.7,11.5,5.3,645,2
20-173,Kansas,Sedgwick,466061,466,11.8,28.1,60.6,9.7,1.6,83.4,9.3,1.1,3.8,9.6,76.6,12.7,7.7,1.5,11.2,3.8,1.8,12.6,8.4,35.4,31.1,20.2,142.2,56.6,11.3,44210,13780,9497,28084,22926,11,14,128,193,90,83,1,14,36,41,8,28,26,28,9,14,24.6,24.5,22.9,6.8,59433,2
20-175,Kansas,Seward,23274,36,13.8,33.8,57.5,7.1,1.6,91.5,3.9,0.8,3.1,50.0,77.8,16.2,6.3,1.1,9.6,6.9,1.1,42.7,7.5,39.4,29.6,17.5,197.4,54.3,7.2,4907,441,372,1298,1133,3,2,22,35,11,18,0,0,21,15,2,4,0,7,0,7,30.7,21.2,20.2,7.0,4417,2
20-177,Kansas,Shawnee,172365,313,10.9,25.2,60.9,12.0,1.9,86.0,9.1,1.4,1.2,8.1,75.9,12.8,7.6,1.2,12.6,4.5,2.0,9.5,7.7,41.1,25.4,22.2,170.0,62.2,14.4,13696,5227,2715,10792,8416,3,10,67,61,25,20,2,5,25,10,7,5,13,20,18,5,25.5,26.0,19.6,6.7,18641,2
20-179,Kansas,Sheridan,2591,3,10.2,23.2,55.7,18.6,2.5,99.3,0.2,0.2,0.2,1.8,78.3,3.0,6.8,-,9.7,-,2.8,10.1,-,12.8,-,30.4,189.4,22.2,-,218,46,41,167,129,0,1,3,4,0,1,0,0,0,1,0,0,0,0,0,0,-,-,-,4.3,345,2
20-181,Kansas,Sherman,6153,6,13.0,24.7,56.5,15.4,3.4,98.5,0.5,0.3,0.4,8.4,78.1,11.8,7.7,0.5,13.5,6.4,1.5,13.1,4.0,28.5,31.3,24.3,193.2,46.8,15.3,551,130,77,390,314,3,3,5,9,1,2,0,0,7,3,1,1,0,1,0,0,29.3,-,-,8.8,1162,2
20-183,Kansas,Smith,4121,5,10.3,19.3,53.0,22.2,5.5,99.0,0.2,0.2,0.3,0.9,78.4,12.3,4.8,-,11.8,1.4,2.0,9.6,-,18.2,24.8,28.0,157.1,42.1,-,472,82,59,278,192,1,1,8,5,0,0,0,0,0,1,0,0,0,1,0,0,21.7,-,7.5,7.7,485,2
20-185,Kansas,Stafford,4488,6,12.5,24.3,55.6,16.0,4.1,98.6,0.2,0.3,0.2,7.2,77.3,-,8.8,1.3,10.6,4.6,2.1,21.1,10.9,27.7,-,27.0,229.7,49.9,-,528,89,62,285,218,3,1,7,6,0,0,0,0,0,1,0,0,0,1,0,0,22.9,17.3,16.2,10.3,737,2
20-187,Kansas,Stanton,2245,3,10.9,28.8,56.5,12.7,2.1,97.7,0.3,1.7,0.2,29.7,76.6,-,6.9,1.2,10.1,3.9,2.2,21.1,-,23.9,-,-,165.5,-,-,316,39,34,134,107,0,1,2,3,1,1,0,0,1,1,0,0,0,1,0,0,-,-,-,-,451,2
20-189,Kansas,Stevens,5412,7,10.2,30.5,56.7,10.4,2.4,97.1,1.1,1.1,0.4,25.5,76.6,11.0,7.8,1.0,10.7,6.7,1.5,31.8,5.0,27.7,-,-,180.2,36.4,-,647,103,67,316,267,0,1,4,7,0,3,0,0,1,2,1,1,0,2,0,1,25.5,11.2,19.1,7.0,925,1
20-191,Kansas,Sumner,24797,21,10.6,26.4,58.2,12.7,2.7,96.6,1.0,0.8,0.2,3.5,76.2,14.7,6.2,0.9,9.4,2.7,1.8,9.7,4.3,30.8,38.1,21.8,173.7,51.2,15.5,2229,761,442,1533,1237,1,4,14,19,0,12,0,1,3,1,1,1,0,3,0,0,26.4,29.7,19.5,8.6,2830,2
20-193,Kansas,Thomas,7639,7,10.2,27.1,57.2,13.0,2.7,97.9,0.7,0.4,0.5,2.2,78.1,7.5,6.8,1.1,10.0,2.3,2.0,10.7,8.4,25.0,19.1,23.0,156.5,46.7,15.7,358,143,103,470,400,3,1,14,12,3,5,0,0,4,3,0,2,0,2,0,1,27.7,15.2,18.6,3.8,857,2
20-195,Kansas,Trego,3050,3,11.5,21.5,54.3,18.8,5.4,98.3,0.4,0.2,0.7,0.9,77.9,-,6.0,-,8.3,3.7,3.3,7.0,-,19.9,-,17.4,165.2,43.4,-,345,58,40,200,144,2,1,4,4,1,0,0,0,0,1,0,0,0,1,0,0,-,-,13.0,7.2,334,2
20-197,Kansas,Wabaunsee,6919,9,7.5,23.4,61.2,12.9,2.4,98.2,0.5,0.5,0.3,2.2,77.6,11.9,4.7,0.5,8.0,3.0,3.1,8.8,0.0,17.2,30.8,16.7,181.3,55.5,16.4,475,173,150,443,346,3,3,16,9,1,3,0,0,1,1,0,0,0,1,0,0,30.2,23.8,16.2,5.1,642,2
20-199,Kansas,Wallace,1573,2,13.2,26.1,55.1,15.4,3.4,98.0,0.9,0.9,0.2,6.2,77.9,-,8.1,-,12.2,2.3,5.0,19.4,-,13.1,-,-,190.9,43.0,-,163,31,23,97,80,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,-,-,-,-,285,1
20-201,Kansas,Washington,6009,7,10.5,22.5,54.1,18.6,4.9,99.2,0.1,0.5,0.0,1.1,78.7,19.4,6.4,1.0,12.3,2.4,1.6,12.3,1.6,11.0,22.8,19.9,173.1,46.6,-,811,130,95,390,276,0,2,4,7,1,2,1,0,1,2,0,1,0,1,0,0,27.9,22.0,16.0,6.1,733,2
20-203,Kansas,Wichita,2309,3,11.5,27.0,56.9,13.1,3.0,98.5,0.2,1.0,0.0,20.9,77.9,-,9.4,-,14.0,5.1,1.9,23.9,-,25.9,-,-,106.4,50.6,-,341,50,29,141,107,1,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,-,-,-,9.6,461,1
20-205,Kansas,Wilson,9834,17,13.0,23.6,57.3,15.6,3.6,97.3,0.6,1.0,0.4,2.0,75.6,22.5,6.6,1.2,12.0,6.2,1.9,16.6,12.3,31.3,16.7,20.2,229.0,60.2,15.8,1285,246,265,630,481,0,1,14,13,1,5,0,0,10,8,1,2,0,4,0,1,33.3,31.2,19.8,11.0,1447,2
20-207,Kansas,Woodson,3572,7,12.6,20.1,57.6,17.8,4.5,97.8,0.9,1.1,0.1,1.6,76.4,-,6.4,-,12.5,3.9,-,13.4,-,29.8,35.4,-,152.9,41.0,-,430,107,78,239,173,0,0,0,4,0,2,0,0,2,2,0,0,0,1,0,0,-,-,-,8.8,520,2
20-209,Kansas,Wyandotte,155750,1029,16.1,29.0,60.3,9.0,1.7,68.3,27.0,0.8,1.8,21.0,73.2,17.6,7.9,1.5,11.6,6.6,1.4,20.4,10.1,53.5,26.7,23.1,148.6,79.3,17.1,25394,6599,3579,9268,7635,2,5,55,76,45,47,4,0,16,14,2,19,10,19,18,9,37.3,27.4,28.2,7.7,28521,2
21-1,Kentucky,Adair,17573,43,20.0,24.1,60.8,13.2,1.9,95.8,3.0,0.2,0.4,0.7,75.4,32.1,7.9,1.6,11.3,6.0,1.3,14.8,10.5,23.3,17.1,21.4,177.3,77.7,11.7,4702,490,1154,1160,1009,1,0,22,27,4,7,1,0,4,3,1,3,0,5,0,5,38.8,27.3,32.0,8.5,3576,2
21-3,Kentucky,Allen,18706,54,14.8,25.0,61.9,11.9,1.3,97.9,1.3,0.1,0.2,0.9,74.6,30.9,7.5,1.2,10.8,5.2,1.1,22.1,7.3,22.8,24.2,24.4,213.8,83.0,14.6,4437,571,965,1217,1045,2,2,13,22,9,7,0,2,9,3,3,3,0,3,0,3,39.0,32.0,32.5,8.8,2240,1
21-5,Kentucky,Anderson,20394,101,9.2,25.6,63.2,9.9,1.3,96.8,2.4,0.0,0.3,0.9,76.2,13.8,6.8,1.3,11.8,3.7,1.3,12.2,5.0,20.9,20.2,23.4,180.3,69.3,12.5,2699,502,722,1317,1099,3,2,19,26,3,6,0,0,1,7,1,4,1,11,0,0,23.7,25.9,-,3.3,1842,2
21-7,Kentucky,Ballard,8277,33,13.6,22.7,60.9,14.6,1.8,95.5,3.7,0.0,0.2,0.8,74.7,26.5,9.0,1.7,12.0,2.8,1.1,6.9,2.3,25.1,-,32.2,266.7,78.2,16.6,1374,293,445,555,446,1,1,11,12,17,3,0,0,1,2,2,2,0,2,3,0,31.1,24.0,32.4,8.9,951,1
21-9,Kentucky,Barren,40073,82,15.3,23.8,61.3,13.1,1.8,94.8,3.9,0.2,0.5,1.2,76.3,25.4,8.3,2.0,10.4,4.3,1.5,11.2,4.6,26.1,25.5,15.6,197.8,73.2,10.1,8391,1058,2391,2645,2181,1,2,33,31,13,10,0,0,4,4,2,4,1,2,0,2,34.3,25.5,30.1,7.5,5152,2
21-11,Kentucky,Bath,11626,42,18.5,24.4,61.4,12.3,1.9,97.5,1.7,0.3,0.0,0.9,75.0,29.0,9.2,1.8,12.9,5.3,1.2,18.2,10.5,26.7,36.9,25.7,228.8,84.3,12.0,3267,421,852,761,622,0,0,14,16,1,4,0,0,1,6,0,3,0,1,0,3,34.6,26.8,34.3,7.0,1866,2
21-13,Kentucky,Bell,29665,82,25.8,23.9,62.1,12.4,1.6,96.2,2.6,0.2,0.4,0.7,73.1,35.1,8.3,1.8,13.0,5.7,0.4,11.2,9.2,32.1,31.3,24.0,279.4,94.2,13.3,8760,745,2758,1959,1647,0,0,7,33,0,12,0,0,1,1,1,3,1,0,0,6,41.3,32.4,36.1,11.5,5813,2
21-15,Kentucky,Boone,106272,432,7.1,27.7,63.9,7.6,0.8,94.5,2.4,0.2,1.8,2.4,77.0,15.9,6.3,1.3,10.7,2.4,2.0,6.7,6.4,21.7,28.0,24.6,179.0,76.1,7.1,10095,2683,2763,6678,5956,14,5,53,63,79,18,3,5,4,9,13,9,16,18,0,5,21.9,25.0,21.0,5.2,8416,2
21-17,Kentucky,Bourbon,19833,68,13.6,24.6,61.8,12.2,1.5,91.7,6.9,0.1,0.3,3.5,75.0,-,7.7,1.1,12.2,4.3,1.3,23.8,8.4,32.9,29.5,31.0,229.1,84.2,10.4,3308,548,652,1299,1088,5,2,16,37,0,17,1,2,1,4,4,6,3,2,0,4,-,-,-,8.0,2633,2
21-19,Kentucky,Boyd,49594,310,15.3,22.2,62.2,13.9,1.6,95.9,2.9,0.1,0.4,1.5,74.3,27.7,9.4,1.3,15.4,3.9,0.8,9.4,7.7,31.0,32.9,27.1,191.7,84.0,9.9,7699,1399,3035,3344,2686,1,2,12,35,11,10,0,0,0,5,3,5,0,2,2,2,37.6,27.2,29.0,9.6,6377,2
21-21,Kentucky,Boyle,28363,156,13.3,23.3,62.9,11.9,1.9,88.6,9.1,0.4,0.9,1.8,75.3,15.7,8.7,1.5,13.8,3.9,1.5,14.0,5.2,33.1,15.5,22.0,170.8,86.0,10.6,4417,863,1338,1890,1680,4,1,20,19,1,6,1,0,2,3,0,3,1,1,1,1,25.8,21.7,21.0,5.7,2874,2
21-23,Kentucky,Bracken,8670,43,11.7,24.3,62.3,11.8,1.6,98.9,0.6,0.3,0.1,0.5,74.2,25.5,10.2,2.3,13.0,6.0,1.0,15.9,13.3,29.0,-,22.6,281.3,79.8,-,1782,286,377,570,484,1,1,15,12,2,3,0,0,1,2,0,2,0,2,0,0,39.8,25.1,40.4,8.1,1013,2
21-25,Kentucky,Breathitt,15957,32,26.2,24.1,63.9,10.7,1.2,98.9,0.4,0.0,0.5,0.7,72.8,33.0,8.6,1.6,13.3,7.9,1.0,18.1,9.7,31.3,25.1,27.6,276.7,119.3,15.3,4547,436,1505,1053,925,1,0,6,27,1,10,0,0,0,5,8,5,1,2,0,13,36.6,29.2,33.2,7.7,3232,2
21-27,Kentucky,Breckinridge,19293,34,15.4,23.9,62.4,12.3,1.4,96.2,2.8,0.2,0.1,0.9,76.1,26.2,7.7,1.4,12.4,4.3,1.1,18.2,5.6,28.1,30.3,30.7,245.2,75.9,18.2,4091,642,1167,1274,1074,0,0,14,27,9,7,0,0,1,11,0,5,0,2,1,5,36.9,21.9,37.9,7.4,2699,2
21-29,Kentucky,Bullitt,68474,229,9.5,25.4,65.7,8.2,0.7,97.8,0.8,0.3,0.3,0.9,76.3,18.1,7.2,1.4,11.9,3.1,1.2,8.2,5.3,28.3,26.8,23.9,200.2,77.8,10.9,10927,2018,2437,4438,3840,2,3,20,44,24,13,0,3,2,6,8,6,5,13,1,3,30.0,25.6,30.5,9.9,5489,1
21-31,Kentucky,Butler,13414,31,16.1,24.2,62.6,11.8,1.3,98.7,0.6,0.1,0.2,1.6,74.6,27.0,7.9,1.1,11.4,7.3,1.1,20.4,9.9,24.2,25.4,21.9,239.3,92.5,17.2,3617,420,732,884,740,1,1,11,15,6,6,0,0,4,3,2,3,0,1,1,1,34.5,33.3,36.8,8.1,1861,2
21-33,Kentucky,Caldwell,12973,37,14.5,22.4,60.5,14.7,2.4,94.5,4.8,0.1,0.2,0.6,75.1,20.5,7.3,1.2,12.6,6.3,0.7,12.5,4.7,26.1,29.7,25.3,249.7,70.3,16.0,2477,384,681,873,692,1,1,12,20,3,5,0,0,4,4,0,3,0,3,0,0,33.4,17.9,32.3,5.6,1639,2
21-35,Kentucky,Calloway,35122,91,14.8,20.8,64.3,12.8,2.1,93.0,4.0,0.2,2.1,1.5,76.9,23.6,7.2,1.0,12.3,3.2,1.6,16.3,3.5,25.9,21.5,22.3,198.2,48.8,16.4,4812,946,1444,2422,2480,0,2,53,27,34,9,0,0,0,3,3,3,0,2,0,2,26.4,18.1,27.9,6.5,4042,2
21-37,Kentucky,Campbell,87251,576,10.3,25.8,61.5,11.3,1.4,96.2,2.1,0.2,0.7,1.1,75.8,16.8,7.6,1.3,12.0,3.9,1.7,8.7,7.1,33.6,26.2,28.5,187.0,81.0,11.8,11017,2617,3146,5635,4896,12,9,47,66,99,18,2,4,15,9,7,9,13,18,0,0,27.8,23.9,25.6,6.9,7283,2
21-39,Kentucky,Carlisle,5329,28,12.8,22.7,59.2,16.1,2.0,98.1,1.1,0.4,0.1,1.3,74.7,-,5.0,1.0,9.6,6.4,1.0,19.2,1.8,22.0,-,28.2,243.4,65.5,20.9,989,174,251,357,289,2,1,2,7,3,2,0,0,0,4,0,2,0,1,0,2,-,-,-,10.2,788,1
21-41,Kentucky,Carroll,10454,80,13.3,25.2,62.6,11.0,1.3,96.3,1.9,0.3,0.6,3.9,73.8,-,7.9,1.4,12.4,5.7,1.1,18.2,6.4,39.0,28.4,27.9,280.3,73.2,20.2,2229,328,567,678,572,1,1,9,12,1,5,0,0,0,2,0,2,0,1,0,1,-,-,-,5.2,1470,1
21-43,Kentucky,Carter,27306,67,20.4,24.4,62.4,11.8,1.5,98.9,0.2,0.3,0.2,0.6,73.6,33.5,7.5,1.5,13.1,4.8,0.8,12.2,8.4,28.3,31.3,23.9,216.7,95.1,13.4,6497,1161,1846,1793,1555,1,0,12,26,2,12,0,0,1,3,3,3,0,1,0,4,37.7,31.0,35.5,9.0,4505,1
21-45,Kentucky,Casey,16290,37,21.2,24.0,61.2,13.0,1.9,98.9,0.4,0.3,0.1,2.0,74.8,34.3,6.8,1.0,11.8,6.8,1.7,26.5,5.7,24.3,22.0,21.0,206.6,84.5,17.3,4784,434,966,1074,885,4,0,31,23,5,6,1,0,4,9,0,5,0,2,0,5,38.2,24.8,23.3,13.3,3117,1
21-47,Kentucky,Christian,70145,97,15.9,32.9,57.1,8.7,1.3,73.5,22.4,0.4,1.3,4.5,74.7,21.3,8.7,1.5,13.2,3.2,0.9,19.5,6.3,24.5,27.3,20.4,232.6,78.9,11.0,9071,2062,2322,4099,3988,2,4,82,61,142,22,3,0,2,7,2,4,1,4,4,7,31.2,24.4,34.2,9.6,12960,2
21-49,Kentucky,Clark,34887,137,12.4,24.0,63.3,11.3,1.4,94.2,4.8,0.2,0.3,1.3,75.5,23.9,9.0,1.3,15.0,5.1,1.3,10.0,7.1,30.7,21.5,22.2,201.7,72.3,13.9,5999,944,1415,2299,1894,1,2,18,23,7,7,0,0,1,3,6,3,0,2,0,2,40.5,23.5,36.7,7.9,4145,2
21-51,Kentucky,Clay,24146,51,30.3,24.3,64.9,9.6,1.2,94.3,5.0,0.2,0.1,1.4,72.7,43.5,10.4,2.2,15.0,7.8,0.9,17.8,12.2,27.7,33.0,16.4,219.4,84.0,8.1,8258,657,1977,1588,1371,0,0,9,46,0,24,0,0,2,10,12,7,1,0,1,22,45.8,30.8,37.0,11.6,5021,2
21-53,Kentucky,Clinton,9559,48,21.7,22.7,60.9,14.5,1.9,98.9,0.1,0.2,0.6,2.5,74.0,31.5,6.9,1.1,12.0,5.8,0.7,11.8,7.2,23.9,40.0,24.0,229.2,66.4,17.8,3167,304,534,639,497,0,0,3,15,1,4,0,0,2,2,0,2,1,3,0,3,26.7,22.5,24.7,7.2,1997,2
21-55,Kentucky,Crittenden,8984,25,16.8,21.8,61.1,14.8,2.4,98.8,0.6,0.0,0.1,0.5,74.5,27.7,6.0,1.7,9.5,5.9,2.4,23.6,8.0,23.4,34.2,23.1,286.6,82.3,9.9,2090,252,517,610,499,0,1,10,12,0,3,3,0,1,7,1,3,0,1,0,3,39.0,31.3,29.9,7.2,1374,2
21-57,Kentucky,Cumberland,7147,23,20.7,22.6,58.5,17.1,1.8,95.8,3.4,0.1,0.2,0.7,74.0,28.8,7.2,1.3,12.3,6.3,1.3,12.4,4.1,30.1,-,24.1,324.1,60.8,21.4,2206,243,397,479,386,0,0,3,11,11,4,2,0,1,4,0,1,1,1,0,3,-,26.4,25.9,3.2,1390,2
21-59,Kentucky,Daviess,93060,201,13.0,26.0,59.8,12.4,1.8,93.4,4.7,0.1,0.6,1.2,76.0,18.8,8.1,1.2,13.2,4.1,1.4,8.1,7.4,36.2,29.6,20.9,162.7,78.8,11.8,11879,2811,3217,5983,5100,0,5,48,78,7,28,2,0,3,9,6,5,7,5,5,9,30.1,22.6,29.8,7.5,9648,2
21-61,Kentucky,Edmonson,12030,40,16.3,22.7,62.9,12.9,1.6,98.6,0.6,0.4,0.2,0.9,75.2,24.0,7.1,1.0,11.5,5.2,1.2,18.1,4.4,22.8,22.2,22.3,169.3,79.7,-,3237,390,655,807,660,0,1,13,14,3,6,0,0,1,2,1,2,1,1,0,1,34.4,-,-,6.9,1698,2
21-63,Kentucky,Elliott,6902,30,21.8,24.3,61.9,11.7,2.1,99.7,0.0,0.0,0.0,0.6,73.8,32.8,7.3,1.3,14.3,6.7,1.2,15.8,4.4,23.4,-,20.5,138.0,100.4,-,2221,299,363,453,382,0,0,3,11,0,4,0,0,0,2,0,2,0,1,0,5,42.8,34.7,40.9,7.3,1240,1
21-65,Kentucky,Estill,15089,59,21.1,23.9,62.8,11.8,1.5,99.2,0.2,0.2,0.1,0.7,73.7,-,9.1,1.4,13.2,6.3,1.0,15.3,6.4,30.6,32.1,23.4,280.8,85.9,19.7,4314,456,1137,995,816,0,2,14,18,1,8,0,0,0,3,1,3,1,2,0,2,-,-,-,13.6,2367,2
21-67,Kentucky,Fayette,268080,942,13.0,23.4,66.2,9.2,1.3,81.7,13.6,0.2,3.0,4.8,76.3,13.8,8.6,1.5,14.2,3.0,1.9,15.7,6.1,33.6,26.7,18.8,180.0,73.0,10.0,24977,6800,11496,17826,16027,12,8,72,103,14,32,2,8,9,16,3,16,3,24,27,16,23.8,20.8,23.0,5.9,33169,2
21-69,Kentucky,Fleming,14610,42,16.8,24.8,61.9,11.9,1.4,97.7,1.5,0.1,0.2,0.8,75.3,26.7,6.6,1.0,9.7,4.5,1.3,19.1,3.2,25.4,35.7,28.7,225.6,66.9,12.4,3308,408,737,953,800,1,0,24,20,6,5,1,0,3,8,0,4,1,1,0,4,37.1,28.3,32.2,7.2,2226,2
21-71,Kentucky,Floyd,42218,107,24.1,23.2,64.7,10.8,1.3,97.9,1.4,0.1,0.3,0.7,73.0,37.7,8.7,1.2,12.9,5.5,1.0,12.2,5.9,27.1,33.9,22.4,219.1,112.1,14.7,11157,1124,4943,2811,2361,0,0,15,47,1,17,0,0,2,2,1,4,0,0,0,8,45.0,31.3,32.4,11.3,7653,2
21-73,Kentucky,Franklin,48207,229,10.9,23.3,64.2,11.1,1.4,88.0,9.5,0.1,1.0,2.0,75.9,18.5,8.3,2.1,13.0,3.5,1.4,16.0,8.6,35.2,27.7,22.7,187.5,86.8,16.5,7007,1229,1830,3208,2662,7,5,16,29,18,5,1,2,3,5,4,5,0,7,1,2,27.8,23.4,24.0,7.5,5031,2
21-75,Kentucky,Fulton,7217,35,20.7,23.7,58.3,15.3,2.7,75.5,23.4,0.1,0.3,0.8,74.7,-,9.8,1.2,14.4,7.9,1.0,27.2,8.9,42.3,33.6,22.9,289.4,76.8,18.3,1510,228,453,478,396,0,0,10,12,2,3,0,0,2,5,0,2,1,1,2,2,-,-,-,11.9,1263,2
21-77,Kentucky,Gallatin,8134,82,15.2,28.4,61.2,9.4,1.1,97.2,1.7,0.1,0.3,2.2,73.8,-,8.5,1.6,11.5,5.9,1.0,12.7,2.0,32.1,31.0,32.7,274.7,123.9,25.5,1684,244,175,507,437,0,1,7,12,2,6,0,0,0,5,0,1,0,2,0,2,-,-,-,5.0,1080,1
21-79,Kentucky,Garrard,16579,72,13.8,23.5,63.9,11.1,1.5,96.5,3.0,0.1,0.0,1.7,76.1,18.5,8.7,0.9,11.2,4.2,1.0,17.8,9.2,23.8,18.5,32.1,194.4,64.5,14.2,3500,458,778,1100,918,2,1,13,19,3,6,0,1,2,3,3,3,0,3,4,3,-,-,-,2.1,2063,2
21-81,Kentucky,Grant,24610,95,12.5,27.9,62.6,8.6,1.0,98.5,0.4,0.2,0.5,1.2,74.2,28.9,8.0,1.2,12.0,4.3,0.9,14.6,5.6,29.4,30.8,20.4,220.4,94.6,12.1,4370,693,869,1543,1353,0,2,27,34,15,17,0,0,3,15,2,4,2,6,0,6,38.9,26.2,37.1,12.5,2940,2
21-83,Kentucky,Graves,37625,68,15.0,24.7,59.7,13.4,2.2,93.7,4.6,0.3,0.3,4.4,75.3,29.1,8.0,1.2,12.8,5.1,1.4,16.5,7.0,31.6,22.1,24.3,209.1,76.3,14.0,6794,1671,2183,2459,2040,2,2,35,30,115,9,1,0,4,4,3,4,0,2,1,2,33.1,25.1,32.6,8.5,5376,2
